location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million
Montenegro,MNE,2021-06-12,261294,144685,116609,1866,3203,41.6,23.04,18.57,5100
Montserrat,MSR,2021-02-08,0,0,,,,0.0,0.0,,
Montserrat,MSR,2021-02-09,,,,,43,,,,8602
Montserrat,MSR,2021-02-10,,,,,43,,,,8602
Montserrat,MSR,2021-02-11,,,,,43,,,,8602
Montserrat,MSR,2021-02-12,,,,,43,,,,8602
Montserrat,MSR,2021-02-13,,,,,43,,,,8602
Montserrat,MSR,2021-02-14,,,,,43,,,,8602
Montserrat,MSR,2021-02-15,,,,,43,,,,8602
Montserrat,MSR,2021-02-16,,,,,43,,,,8602
Montserrat,MSR,2021-02-17,,,,,43,,,,8602
Montserrat,MSR,2021-02-18,,,,,43,,,,8602
Montserrat,MSR,2021-02-19,,,,,43,,,,8602
Montserrat,MSR,2021-02-20,,,,,43,,,,8602
Montserrat,MSR,2021-02-21,,,,,43,,,,8602
Montserrat,MSR,2021-02-22,,,,,43,,,,8602
Montserrat,MSR,2021-02-23,652,652,,,43,13.04,13.04,,8602
Montserrat,MSR,2021-02-24,,,,,40,,,,8002
Montserrat,MSR,2021-02-25,,,,,36,,,,7201
Montserrat,MSR,2021-02-26,,,,,33,,,,6601
Montserrat,MSR,2021-02-27,,,,,29,,,,5801
Montserrat,MSR,2021-02-28,,,,,26,,,,5201
Montserrat,MSR,2021-03-01,,,,,22,,,,4401
Montserrat,MSR,2021-03-02,,,,,19,,,,3801
Montserrat,MSR,2021-03-03,,,,,19,,,,3801
Montserrat,MSR,2021-03-04,,,,,19,,,,3801
Montserrat,MSR,2021-03-05,,,,,19,,,,3801
Montserrat,MSR,2021-03-06,,,,,19,,,,3801
Montserrat,MSR,2021-03-07,,,,,19,,,,3801
Montserrat,MSR,2021-03-08,,,,,19,,,,3801
Montserrat,MSR,2021-03-09,,,,,19,,,,3801
Montserrat,MSR,2021-03-10,932,892,40,,19,18.64,17.84,0.8,3801
Montserrat,MSR,2021-03-11,,,,,24,,,,4801
Montserrat,MSR,2021-03-12,,,,,29,,,,5801
Montserrat,MSR,2021-03-13,,,,,34,,,,6801
Montserrat,MSR,2021-03-14,,,,,39,,,,7802
Montserrat,MSR,2021-03-15,,,,,43,,,,8602
Montserrat,MSR,2021-03-16,,,,,48,,,,9602
Montserrat,MSR,2021-03-17,1306,1112,194,,53,26.13,22.24,3.88,10602
Montserrat,MSR,2021-03-18,,,,,48,,,,9602
Montserrat,MSR,2021-03-19,,,,,43,,,,8602
Montserrat,MSR,2021-03-20,,,,,38,,,,7602
Montserrat,MSR,2021-03-21,,,,,33,,,,6601
Montserrat,MSR,2021-03-22,,,,,27,,,,5401
Montserrat,MSR,2021-03-23,,,,,22,,,,4401
Montserrat,MSR,2021-03-24,,,,,17,,,,3401
Montserrat,MSR,2021-03-25,,,,,17,,,,3401
Montserrat,MSR,2021-03-26,,,,,17,,,,3401
Montserrat,MSR,2021-03-27,,,,,17,,,,3401
Montserrat,MSR,2021-03-28,,,,,17,,,,3401
Montserrat,MSR,2021-03-29,,,,,17,,,,3401
Montserrat,MSR,2021-03-30,,,,,17,,,,3401
Montserrat,MSR,2021-03-31,1542,1266,276,,17,30.85,25.33,5.52,3401
Montserrat,MSR,2021-04-01,,,,,17,,,,3401
Montserrat,MSR,2021-04-02,,,,,16,,,,3201
Montserrat,MSR,2021-04-03,,,,,16,,,,3201
Montserrat,MSR,2021-04-04,,,,,16,,,,3201
Montserrat,MSR,2021-04-05,,,,,15,,,,3001
Montserrat,MSR,2021-04-06,,,,,15,,,,3001
Montserrat,MSR,2021-04-07,,,,,15,,,,3001
Montserrat,MSR,2021-04-08,,,,,15,,,,3001
Montserrat,MSR,2021-04-09,,,,,15,,,,3001
Montserrat,MSR,2021-04-10,,,,,15,,,,3001
Montserrat,MSR,2021-04-11,,,,,15,,,,3001
Montserrat,MSR,2021-04-12,,,,,15,,,,3001
Montserrat,MSR,2021-04-13,,,,,15,,,,3001
Montserrat,MSR,2021-04-14,1751,1284,467,,15,35.03,25.69,9.34,3001
Montserrat,MSR,2021-04-15,,,,,16,,,,3201
Montserrat,MSR,2021-04-16,,,,,17,,,,3401
Montserrat,MSR,2021-04-17,,,,,18,,,,3601
Montserrat,MSR,2021-04-18,,,,,19,,,,3801
Montserrat,MSR,2021-04-19,,,,,20,,,,4001
Montserrat,MSR,2021-04-20,,,,,21,,,,4201
Montserrat,MSR,2021-04-21,1909,1293,616,,23,38.19,25.87,12.32,4601
Montserrat,MSR,2021-04-22,,,,,22,,,,4401
Montserrat,MSR,2021-04-23,,,,,21,,,,4201
Montserrat,MSR,2021-04-24,,,,,20,,,,4001
Montserrat,MSR,2021-04-25,,,,,20,,,,4001
Montserrat,MSR,2021-04-26,,,,,19,,,,3801
Montserrat,MSR,2021-04-27,,,,,18,,,,3601
Montserrat,MSR,2021-04-28,,,,,17,,,,3401
Montserrat,MSR,2021-04-29,,,,,17,,,,3401
Montserrat,MSR,2021-04-30,,,,,17,,,,3401
Montserrat,MSR,2021-05-01,,,,,17,,,,3401
Montserrat,MSR,2021-05-02,,,,,17,,,,3401
Montserrat,MSR,2021-05-03,,,,,17,,,,3401
Montserrat,MSR,2021-05-04,,,,,17,,,,3401
Montserrat,MSR,2021-05-05,,,,,17,,,,3401
Montserrat,MSR,2021-05-06,,,,,17,,,,3401
Montserrat,MSR,2021-05-07,,,,,17,,,,3401
Montserrat,MSR,2021-05-08,,,,,17,,,,3401
Montserrat,MSR,2021-05-09,,,,,17,,,,3401
Montserrat,MSR,2021-05-10,,,,,17,,,,3401
Montserrat,MSR,2021-05-11,,,,,17,,,,3401
Montserrat,MSR,2021-05-12,,,,,17,,,,3401
Montserrat,MSR,2021-05-13,,,,,17,,,,3401
Montserrat,MSR,2021-05-14,,,,,17,,,,3401
Montserrat,MSR,2021-05-15,,,,,17,,,,3401
Montserrat,MSR,2021-05-16,,,,,17,,,,3401
Montserrat,MSR,2021-05-17,,,,,17,,,,3401
Montserrat,MSR,2021-05-18,,,,,17,,,,3401
Montserrat,MSR,2021-05-19,,,,,17,,,,3401
Montserrat,MSR,2021-05-20,,,,,17,,,,3401
Montserrat,MSR,2021-05-21,2428,1342,1086,,17,48.57,26.85,21.72,3401
Montserrat,MSR,2021-05-22,,,,,17,,,,3401
Montserrat,MSR,2021-05-23,,,,,16,,,,3201
Montserrat,MSR,2021-05-24,,,,,16,,,,3201
Montserrat,MSR,2021-05-25,,,,,15,,,,3001
Montserrat,MSR,2021-05-26,,,,,15,,,,3001
Montserrat,MSR,2021-05-27,,,,,14,,,,2801
Montserrat,MSR,2021-05-28,2522,1358,1164,,13,50.45,27.17,23.28,2601
Morocco,MAR,2021-01-28,0,,,,,0.0,,,
Morocco,MAR,2021-01-29,,,,,45000,,,,1219
Morocco,MAR,2021-01-30,90000,,,,45000,0.24,,,1219
Morocco,MAR,2021-01-31,126000,,,36000,42000,0.34,,,1138
Morocco,MAR,2021-02-01,200081,,,74081,50020,0.54,,,1355
Morocco,MAR,2021-02-02,257291,,,57210,51458,0.7,,,1394
Morocco,MAR,2021-02-03,308398,,,51107,51400,0.84,,,1393
Morocco,MAR,2021-02-04,351723,,,43325,50246,0.95,,,1361
Morocco,MAR,2021-02-05,408235,,,56512,51891,1.11,,,1406
Morocco,MAR,2021-02-06,463966,,,55731,53424,1.26,,,1447
Morocco,MAR,2021-02-07,,,,,54437,,,,1475
Morocco,MAR,2021-02-08,550149,,,,50010,1.49,,,1355
Morocco,MAR,2021-02-09,615181,,,65032,51127,1.67,,,1385
Morocco,MAR,2021-02-10,746116,,,130935,62531,2.02,,,1694
Morocco,MAR,2021-02-11,855318,,,109202,71942,2.32,,,1949
Morocco,MAR,2021-02-12,1112103,,,256785,100553,3.01,,,2724
Morocco,MAR,2021-02-13,1388539,,,276436,132082,3.76,,,3578
Morocco,MAR,2021-02-14,,,,,148680,,,,4028
Morocco,MAR,2021-02-15,1707091,,,,165277,4.62,,,4478
Morocco,MAR,2021-02-16,1904169,,,197078,184141,5.16,,,4989
Morocco,MAR,2021-02-17,2081013,,,176844,190700,5.64,,,5167
Morocco,MAR,2021-02-18,2233123,,,152110,196829,6.05,,,5333
Morocco,MAR,2021-02-19,2362150,2357283,4867,129027,178578,6.4,6.39,0.01,4838
Morocco,MAR,2021-02-20,2461192,2447716,13476,99042,153236,6.67,6.63,0.04,4152
Morocco,MAR,2021-02-21,,,,,138660,,,,3757
Morocco,MAR,2021-02-22,2575684,2552017,23667,,124085,6.98,6.91,0.06,3362
Morocco,MAR,2021-02-23,2667091,2635859,31232,91407,108989,7.23,7.14,0.08,2953
Morocco,MAR,2021-02-24,2948945,2911635,37310,281854,123990,7.99,7.89,0.1,3359
Morocco,MAR,2021-02-25,3204105,3160479,43626,255160,138712,8.68,8.56,0.12,3758
Morocco,MAR,2021-02-26,3424295,3327858,96437,220190,151735,9.28,9.02,0.26,4111
Morocco,MAR,2021-02-27,3597903,3435997,161906,173608,162387,9.75,9.31,0.44,4399
Morocco,MAR,2021-02-28,,,,,168763,,,,4572
Morocco,MAR,2021-03-01,3801650,3568670,232980,,175138,10.3,9.67,0.63,4745
Morocco,MAR,2021-03-02,3951325,3657468,293857,149675,183462,10.71,9.91,0.8,4970
Morocco,MAR,2021-03-03,4105862,3745173,360689,154537,165274,11.12,10.15,0.98,4478
Morocco,MAR,2021-03-04,4233129,3820097,413032,127267,147003,11.47,10.35,1.12,3983
Morocco,MAR,2021-03-05,4377629,3877687,499942,144500,136191,11.86,10.51,1.35,3690
Morocco,MAR,2021-03-06,4492557,3913615,578942,114928,127808,12.17,10.6,1.57,3463
Morocco,MAR,2021-03-07,,,,,121878,,,,3302
Morocco,MAR,2021-03-08,4613292,3961941,651351,,115949,12.5,10.73,1.76,3141
Morocco,MAR,2021-03-09,4734200,4017087,717113,120908,111839,12.83,10.88,1.94,3030
Morocco,MAR,2021-03-10,4934283,4080009,854274,200083,118346,13.37,11.05,2.31,3206
Morocco,MAR,2021-03-11,5102685,4130606,972079,168402,124222,13.82,11.19,2.63,3365
Morocco,MAR,2021-03-12,5394092,4169133,1224959,291407,145209,14.61,11.3,3.32,3934
Morocco,MAR,2021-03-13,5682508,4210770,1471738,288416,169993,15.4,11.41,3.99,4606
Morocco,MAR,2021-03-14,,,,,183532,,,,4972
Morocco,MAR,2021-03-15,5992783,4225311,1767472,,197070,16.24,11.45,4.79,5339
Morocco,MAR,2021-03-16,6197382,4236386,1960996,204599,209026,16.79,11.48,5.31,5663
Morocco,MAR,2021-03-17,6360732,4244651,2116081,163350,203778,17.23,11.5,5.73,5521
Morocco,MAR,2021-03-18,,,,,197609,,,,5354
Morocco,MAR,2021-03-19,6611161,4258813,2352348,,173867,17.91,11.54,6.37,4710
Morocco,MAR,2021-03-20,6687548,4264168,2423380,76387,143577,18.12,11.55,6.57,3890
Morocco,MAR,2021-03-21,,,,,128126,,,,3471
Morocco,MAR,2021-03-22,6781503,4264761,2516742,,112674,18.37,11.55,6.82,3053
Morocco,MAR,2021-03-23,6858400,4265196,2593204,76897,94431,18.58,11.56,7.03,2558
Morocco,MAR,2021-03-24,7128976,4284060,2844916,270576,109749,19.31,11.61,7.71,2973
Morocco,MAR,2021-03-25,7360398,4289281,3071117,231422,124922,19.94,11.62,8.32,3384
Morocco,MAR,2021-03-26,7525286,4293544,3231742,164888,130589,20.39,11.63,8.76,3538
Morocco,MAR,2021-03-27,7634475,4302183,3332292,109189,135275,20.68,11.66,9.03,3665
Morocco,MAR,2021-03-28,,,,,137423,,,,3723
Morocco,MAR,2021-03-29,7758500,4302897,3455603,,139571,21.02,11.66,9.36,3781
Morocco,MAR,2021-03-30,7882300,4315802,3566498,123800,146271,21.36,11.69,9.66,3963
Morocco,MAR,2021-03-31,7994600,4320349,3674251,112300,123661,21.66,11.7,9.95,3350
Morocco,MAR,2021-04-01,8096454,4329244,3767210,101854,105151,21.94,11.73,10.21,2849
Morocco,MAR,2021-04-02,8171651,4331082,3840569,75197,92338,22.14,11.73,10.41,2502
Morocco,MAR,2021-04-03,8240870,4348995,3891875,69219,86628,22.33,11.78,10.54,2347
Morocco,MAR,2021-04-04,,,,,82211,,,,2227
Morocco,MAR,2021-04-05,8303056,4352033,3951023,,77794,22.5,11.79,10.7,2108
Morocco,MAR,2021-04-06,8375241,4382917,3992324,72185,70420,22.69,11.87,10.82,1908
Morocco,MAR,2021-04-07,8448106,4410023,4038083,72865,64787,22.89,11.95,10.94,1755
Morocco,MAR,2021-04-08,8509229,4433939,4075290,61123,58968,23.05,12.01,11.04,1598
Morocco,MAR,2021-04-09,8552304,4449047,4103257,43075,54379,23.17,12.05,11.12,1473
Morocco,MAR,2021-04-10,8606571,4471831,4134740,54267,52243,23.32,12.12,11.2,1415
Morocco,MAR,2021-04-11,8635238,4486628,4148610,28667,51896,23.4,12.16,11.24,1406
Morocco,MAR,2021-04-12,,,,,48571,,,,1316
Morocco,MAR,2021-04-13,8650872,4495477,4155395,,39376,23.44,12.18,11.26,1067
Morocco,MAR,2021-04-14,8696100,4529399,4166701,45228,35428,23.56,12.27,11.29,960
Morocco,MAR,2021-04-15,8728449,4554000,4174449,32349,31317,23.65,12.34,11.31,848
Morocco,MAR,2021-04-16,8763819,4583664,4180155,35370,30216,23.74,12.42,11.33,819
Morocco,MAR,2021-04-17,8841456,4655007,4186449,77637,33555,23.95,12.61,11.34,909
Morocco,MAR,2021-04-18,,,,,30832,,,,835
Morocco,MAR,2021-04-19,8860662,4672326,4188336,,31087,24.01,12.66,11.35,842
Morocco,MAR,2021-04-20,8878445,4684557,4193888,17783,32510,24.05,12.69,11.36,881
Morocco,MAR,2021-04-21,8901652,4697873,4203779,23207,29365,24.12,12.73,11.39,796
Morocco,MAR,2021-04-22,8914956,4707658,4207298,13304,26644,24.15,12.75,11.4,722
Morocco,MAR,2021-04-23,8941120,4723635,4217485,26164,25329,24.22,12.8,11.43,686
Morocco,MAR,2021-04-24,,,,,14723,,,,399
Morocco,MAR,2021-04-25,,,,,13837,,,,375
Morocco,MAR,2021-04-26,8951316,4731440,4219876,,12951,24.25,12.82,11.43,351
Morocco,MAR,2021-04-27,9041985,4808303,4233682,90669,23363,24.5,13.03,11.47,633
Morocco,MAR,2021-04-28,9239973,4985094,4254879,197988,48332,25.03,13.51,11.53,1309
Morocco,MAR,2021-04-29,,,,,51794,,,,1403
Morocco,MAR,2021-04-30,9315054,5054642,4260412,,53419,25.24,13.69,11.54,1447
Morocco,MAR,2021-05-01,9315844,5055239,4260605,790,53046,25.24,13.7,11.54,1437
Morocco,MAR,2021-05-02,,,,,57815,,,,1566
Morocco,MAR,2021-05-03,9389397,5107128,4282269,,62583,25.44,13.84,11.6,1696
Morocco,MAR,2021-05-04,9558639,5231766,4326873,169242,73808,25.9,14.17,11.72,2000
Morocco,MAR,2021-05-05,9680954,5334087,4346867,122315,62997,26.23,14.45,11.78,1707
Morocco,MAR,2021-05-06,,,,,65648,,,,1779
Morocco,MAR,2021-05-07,9793139,5429878,4363261,,68298,26.53,14.71,11.82,1850
Morocco,MAR,2021-05-08,9864561,5473809,4390752,71422,78388,26.73,14.83,11.9,2124
Morocco,MAR,2021-05-09,,,,,92222,,,,2499
Morocco,MAR,2021-05-10,10131795,5726928,4404867,,106057,27.45,15.52,11.93,2873
Morocco,MAR,2021-05-11,10317649,5903593,4414056,185854,108430,27.95,15.99,11.96,2938
Morocco,MAR,2021-05-12,10436046,5994379,4441667,118397,107870,28.27,16.24,12.03,2922
Morocco,MAR,2021-05-13,,,,,103789,,,,2812
Morocco,MAR,2021-05-14,10491095,6040109,4450986,,99708,28.42,16.36,12.06,2701
Morocco,MAR,2021-05-15,10672075,6171437,4500638,180980,115359,28.91,16.72,12.19,3125
Morocco,MAR,2021-05-16,,,,,119792,,,,3245
Morocco,MAR,2021-05-17,11001373,6458947,4542426,,124225,29.81,17.5,12.31,3366
Morocco,MAR,2021-05-18,11349546,6768161,4581385,348173,147414,30.75,18.34,12.41,3994
Morocco,MAR,2021-05-19,11703585,7029682,4673903,354039,181077,31.71,19.05,12.66,4906
Morocco,MAR,2021-05-20,12015720,7267431,4748289,312135,221736,32.55,19.69,12.86,6007
Morocco,MAR,2021-05-21,12285298,7467468,4817830,269578,256315,33.28,20.23,13.05,6944
Morocco,MAR,2021-05-22,12467071,7635674,4831397,181773,256428,33.78,20.69,13.09,6947
Morocco,MAR,2021-05-23,,,,,250112,,,,6776
Morocco,MAR,2021-05-24,12707952,7832620,4875332,,243797,34.43,21.22,13.21,6605
Morocco,MAR,2021-05-25,13165669,8168964,4996705,457717,259446,35.67,22.13,13.54,7029
Morocco,MAR,2021-05-26,,,,,232148,,,,6289
Morocco,MAR,2021-05-27,,,,,210837,,,,5712
Morocco,MAR,2021-05-28,,,,,195605,,,,5299
Morocco,MAR,2021-05-29,,,,,192917,,,,5227
Morocco,MAR,2021-05-30,,,,,198991,,,,5391
Morocco,MAR,2021-05-31,14143401,8674931,5468470,,205064,38.32,23.5,14.82,5556
Morocco,MAR,2021-06-01,14413974,8772982,5640992,270573,178329,39.05,23.77,15.28,4831
Morocco,MAR,2021-06-02,14614443,8869486,5744957,200469,183688,39.59,24.03,15.56,4977
Morocco,MAR,2021-06-03,14913162,9072565,5840597,298719,203083,40.4,24.58,15.82,5502
Morocco,MAR,2021-06-04,,,,,186541,,,,5054
Morocco,MAR,2021-06-05,15007487,9108843,5898644,,170000,40.66,24.68,15.98,4606
Morocco,MAR,2021-06-06,,,,,173342,,,,4696
Morocco,MAR,2021-06-07,15380193,9216223,6163970,,176685,41.67,24.97,16.7,4787
Morocco,MAR,2021-06-08,15798674,9341497,6457177,418481,197814,42.8,25.31,17.49,5359
Morocco,MAR,2021-06-09,16042670,9354932,6687738,243996,204032,43.46,25.34,18.12,5528
Morocco,MAR,2021-06-10,16237673,9359017,6878656,195003,189216,43.99,25.36,18.64,5126
Morocco,MAR,2021-06-11,16409704,9362000,7047704,172031,207054,44.46,25.36,19.09,5610
Morocco,MAR,2021-06-12,16457911,9363220,7094691,48207,207203,44.59,25.37,19.22,5614
Mozambique,MOZ,2021-03-07,0,0,,,,0.0,0.0,,
Mozambique,MOZ,2021-03-08,,,,,7740,,,,248
Mozambique,MOZ,2021-03-09,,,,,7740,,,,248
Mozambique,MOZ,2021-03-10,,,,,7740,,,,248
Mozambique,MOZ,2021-03-11,,,,,7740,,,,248
Mozambique,MOZ,2021-03-12,,,,,7740,,,,248
Mozambique,MOZ,2021-03-13,46439,46439,,,7740,0.15,0.15,,248
Mozambique,MOZ,2021-03-14,,,,,6789,,,,217
Mozambique,MOZ,2021-03-15,,,,,5839,,,,187
Mozambique,MOZ,2021-03-16,,,,,4888,,,,156
Mozambique,MOZ,2021-03-17,,,,,3938,,,,126
Mozambique,MOZ,2021-03-18,,,,,2988,,,,96
Mozambique,MOZ,2021-03-19,,,,,2037,,,,65
Mozambique,MOZ,2021-03-20,,,,,1087,,,,35
Mozambique,MOZ,2021-03-21,,,,,1087,,,,35
Mozambique,MOZ,2021-03-22,,,,,1087,,,,35
Mozambique,MOZ,2021-03-23,57305,57305,,,1087,0.18,0.18,,35
Mozambique,MOZ,2021-03-24,,,,,1785,,,,57
Mozambique,MOZ,2021-03-25,,,,,2483,,,,79
Mozambique,MOZ,2021-03-26,,,,,3181,,,,102
Mozambique,MOZ,2021-03-27,,,,,3879,,,,124
Mozambique,MOZ,2021-03-28,,,,,4577,,,,146
Mozambique,MOZ,2021-03-29,,,,,5276,,,,169
Mozambique,MOZ,2021-03-30,,,,,5974,,,,191
Mozambique,MOZ,2021-03-31,,,,,5974,,,,191
Mozambique,MOZ,2021-04-01,,,,,5974,,,,191
Mozambique,MOZ,2021-04-02,,,,,5974,,,,191
Mozambique,MOZ,2021-04-03,,,,,5974,,,,191
Mozambique,MOZ,2021-04-04,,,,,5974,,,,191
Mozambique,MOZ,2021-04-05,,,,,5974,,,,191
Mozambique,MOZ,2021-04-06,,,,,5974,,,,191
Mozambique,MOZ,2021-04-07,,,,,5974,,,,191
Mozambique,MOZ,2021-04-08,,,,,5974,,,,191
Mozambique,MOZ,2021-04-09,,,,,5974,,,,191
Mozambique,MOZ,2021-04-10,,,,,5974,,,,191
Mozambique,MOZ,2021-04-11,,,,,5974,,,,191
Mozambique,MOZ,2021-04-12,,,,,5974,,,,191
Mozambique,MOZ,2021-04-13,,,,,5974,,,,191
Mozambique,MOZ,2021-04-14,,,,,5974,,,,191
Mozambique,MOZ,2021-04-15,,,,,5974,,,,191
Mozambique,MOZ,2021-04-16,,,,,5974,,,,191
Mozambique,MOZ,2021-04-17,,,,,5974,,,,191
Mozambique,MOZ,2021-04-18,,,,,5974,,,,191
Mozambique,MOZ,2021-04-19,,,,,5974,,,,191
Mozambique,MOZ,2021-04-20,,,,,5974,,,,191
Mozambique,MOZ,2021-04-21,,,,,5974,,,,191
Mozambique,MOZ,2021-04-22,,,,,5974,,,,191
Mozambique,MOZ,2021-04-23,,,,,5974,,,,191
Mozambique,MOZ,2021-04-24,,,,,5974,,,,191
Mozambique,MOZ,2021-04-25,,,,,5974,,,,191
Mozambique,MOZ,2021-04-26,,,,,5974,,,,191
Mozambique,MOZ,2021-04-27,,,,,5974,,,,191
Mozambique,MOZ,2021-04-28,,,,,5974,,,,191
Mozambique,MOZ,2021-04-29,,,,,5974,,,,191
Mozambique,MOZ,2021-04-30,,,,,5974,,,,191
Mozambique,MOZ,2021-05-01,,,,,5974,,,,191
Mozambique,MOZ,2021-05-02,,,,,5974,,,,191
Mozambique,MOZ,2021-05-03,,,,,5974,,,,191
Mozambique,MOZ,2021-05-04,,,,,5974,,,,191
Mozambique,MOZ,2021-05-05,,,,,5974,,,,191
Mozambique,MOZ,2021-05-06,,,,,5974,,,,191
Mozambique,MOZ,2021-05-07,,,,,5974,,,,191
Mozambique,MOZ,2021-05-08,,,,,5974,,,,191
Mozambique,MOZ,2021-05-09,,,,,5974,,,,191
Mozambique,MOZ,2021-05-10,,,,,5974,,,,191
Mozambique,MOZ,2021-05-11,,,,,5974,,,,191
Mozambique,MOZ,2021-05-12,355995,296983,59012,,5974,1.14,0.95,0.19,191
Mozambique,MOZ,2021-05-13,,,,,6004,,,,192
Mozambique,MOZ,2021-05-14,,,,,6034,,,,193
Mozambique,MOZ,2021-05-15,,,,,6064,,,,194
Mozambique,MOZ,2021-05-16,,,,,6094,,,,195
Mozambique,MOZ,2021-05-17,,,,,6125,,,,196
Mozambique,MOZ,2021-05-18,393105,318548,74557,,6155,1.26,1.02,0.24,197
Mozambique,MOZ,2021-05-19,,,,,5315,,,,170
Mozambique,MOZ,2021-05-20,,,,,4444,,,,142
Mozambique,MOZ,2021-05-21,,,,,3574,,,,114
Mozambique,MOZ,2021-05-22,,,,,2704,,,,87
Mozambique,MOZ,2021-05-23,,,,,1833,,,,59
Mozambique,MOZ,2021-05-24,,,,,963,,,,31
Mozambique,MOZ,2021-05-25,,,,,93,,,,3
Mozambique,MOZ,2021-05-26,,,,,93,,,,3
Mozambique,MOZ,2021-05-27,,,,,93,,,,3
Mozambique,MOZ,2021-05-28,,,,,93,,,,3
Mozambique,MOZ,2021-05-29,,,,,93,,,,3
Mozambique,MOZ,2021-05-30,,,,,93,,,,3
Mozambique,MOZ,2021-05-31,394312,319511,74801,,93,1.26,1.02,0.24,3
Mozambique,MOZ,2021-06-01,,,,,88,,,,3
Mozambique,MOZ,2021-06-02,,,,,84,,,,3
Mozambique,MOZ,2021-06-03,,,,,80,,,,3
Mozambique,MOZ,2021-06-04,,,,,75,,,,2
Mozambique,MOZ,2021-06-05,,,,,71,,,,2
Mozambique,MOZ,2021-06-06,,,,,66,,,,2
Mozambique,MOZ,2021-06-07,,,,,62,,,,2
Mozambique,MOZ,2021-06-08,,,,,62,,,,2
Mozambique,MOZ,2021-06-09,,,,,62,,,,2
Mozambique,MOZ,2021-06-10,394930,320129,74801,,62,1.26,1.02,0.24,2
Myanmar,MMR,2021-01-26,0,0,,,,0.0,0.0,,
Myanmar,MMR,2021-01-27,3800,3800,,3800,3800,0.01,0.01,,70
Myanmar,MMR,2021-01-28,,,,,22800,,,,419
Myanmar,MMR,2021-01-29,,,,,29133,,,,535
Myanmar,MMR,2021-01-30,,,,,32300,,,,594
Myanmar,MMR,2021-01-31,,,,,34200,,,,629
Myanmar,MMR,2021-02-01,,,,,35467,,,,652
Myanmar,MMR,2021-02-02,,,,,36371,,,,668
Myanmar,MMR,2021-02-03,,,,,41800,,,,768
Myanmar,MMR,2021-02-04,,,,,41800,,,,768
Myanmar,MMR,2021-02-05,380000,380000,,,41800,0.7,0.7,,768
Myanmar,MMR,2021-02-06,,,,,37575,,,,691
Myanmar,MMR,2021-02-07,,,,,33349,,,,613
Myanmar,MMR,2021-02-08,,,,,29124,,,,535
Myanmar,MMR,2021-02-09,,,,,24898,,,,458
Myanmar,MMR,2021-02-10,,,,,20673,,,,380
Myanmar,MMR,2021-02-11,,,,,16448,,,,302
Myanmar,MMR,2021-02-12,,,,,12222,,,,225
Myanmar,MMR,2021-02-13,,,,,12222,,,,225
Myanmar,MMR,2021-02-14,,,,,12222,,,,225
Myanmar,MMR,2021-02-15,,,,,12222,,,,225
Myanmar,MMR,2021-02-16,,,,,12222,,,,225
Myanmar,MMR,2021-02-17,,,,,12222,,,,225
Myanmar,MMR,2021-02-18,,,,,12222,,,,225
Myanmar,MMR,2021-02-19,,,,,12222,,,,225
Myanmar,MMR,2021-02-20,,,,,12222,,,,225
Myanmar,MMR,2021-02-21,,,,,12222,,,,225
Myanmar,MMR,2021-02-22,,,,,12222,,,,225
Myanmar,MMR,2021-02-23,,,,,12222,,,,225
Myanmar,MMR,2021-02-24,,,,,12222,,,,225
Myanmar,MMR,2021-02-25,,,,,12222,,,,225
Myanmar,MMR,2021-02-26,,,,,12222,,,,225
Myanmar,MMR,2021-02-27,,,,,12222,,,,225
Myanmar,MMR,2021-02-28,,,,,12222,,,,225
Myanmar,MMR,2021-03-01,,,,,12222,,,,225
Myanmar,MMR,2021-03-02,,,,,12222,,,,225
Myanmar,MMR,2021-03-03,,,,,12222,,,,225
Myanmar,MMR,2021-03-04,,,,,12222,,,,225
Myanmar,MMR,2021-03-05,,,,,12222,,,,225
Myanmar,MMR,2021-03-06,,,,,12222,,,,225
Myanmar,MMR,2021-03-07,,,,,12222,,,,225
Myanmar,MMR,2021-03-08,,,,,12222,,,,225
Myanmar,MMR,2021-03-09,,,,,12222,,,,225
Myanmar,MMR,2021-03-10,,,,,12222,,,,225
Myanmar,MMR,2021-03-11,,,,,12222,,,,225
Myanmar,MMR,2021-03-12,,,,,12222,,,,225
Myanmar,MMR,2021-03-13,,,,,12222,,,,225
Myanmar,MMR,2021-03-14,,,,,12222,,,,225
Myanmar,MMR,2021-03-15,,,,,12222,,,,225
Myanmar,MMR,2021-03-16,,,,,12222,,,,225
Myanmar,MMR,2021-03-17,,,,,12222,,,,225
Myanmar,MMR,2021-03-18,,,,,12222,,,,225
Myanmar,MMR,2021-03-19,,,,,12222,,,,225
Myanmar,MMR,2021-03-20,,,,,12222,,,,225
Myanmar,MMR,2021-03-21,,,,,12222,,,,225
Myanmar,MMR,2021-03-22,,,,,12222,,,,225
Myanmar,MMR,2021-03-23,,,,,12222,,,,225
Myanmar,MMR,2021-03-24,,,,,12222,,,,225
Myanmar,MMR,2021-03-25,,,,,12222,,,,225
Myanmar,MMR,2021-03-26,,,,,12222,,,,225
Myanmar,MMR,2021-03-27,,,,,12222,,,,225
Myanmar,MMR,2021-03-28,,,,,12222,,,,225
